study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB12449	SAMEA3879508	ERS1066642	ERX1364660	ERR1293088	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293088/ERR1293088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293088/ERR1293088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65205033ST-27-0-0_14s001711-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65205033ST-27-0-0_14s001711-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293088	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293088		
PRJEB12449	SAMEA3879508	ERS1066642	ERX1364661	ERR1293089	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293089/ERR1293089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293089/ERR1293089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65205033ST-27-0-0_14s001711-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65205033ST-27-0-0_14s001711-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293089	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293089		
PRJEB12449	SAMEA3879508	ERS1066642	ERX1364662	ERR1293090	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293090/ERR1293090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293090/ERR1293090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65205033ST-27-0-0_14s001711-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65205033ST-27-0-0_14s001711-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293090	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293090		
PRJEB12449	SAMEA3879508	ERS1066642	ERX1364663	ERR1293091	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293091/ERR1293091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293091/ERR1293091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65205033ST-27-0-0_14s001711-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS65205033ST-27-0-0_14s001711-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293091	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293091		
PRJEB12449	SAMEA3879509	ERS1066643	ERX1364664	ERR1293092	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293092/ERR1293092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293092/ERR1293092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84085284ST-27-0-0_14s001818-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84085284ST-27-0-0_14s001818-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293092	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293092		
PRJEB12449	SAMEA3879509	ERS1066643	ERX1364665	ERR1293093	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293093/ERR1293093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293093/ERR1293093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84085284ST-27-0-0_14s001818-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84085284ST-27-0-0_14s001818-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293093	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293093		
PRJEB12449	SAMEA3879509	ERS1066643	ERX1364666	ERR1293094	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293094/ERR1293094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293094/ERR1293094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84085284ST-27-0-0_14s001818-3-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84085284ST-27-0-0_14s001818-3-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293094	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293094		
PRJEB12449	SAMEA3879509	ERS1066643	ERX1364667	ERR1293095	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293095/ERR1293095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293095/ERR1293095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84085284ST-27-0-0_14s001818-4-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS84085284ST-27-0-0_14s001818-4-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293095	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293095		
PRJEB12449	SAMEA3879510	ERS1066644	ERX1364668	ERR1293096	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293096/ERR1293096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293096/ERR1293096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62376181ST-27-0-0_14s001829-4-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62376181ST-27-0-0_14s001829-4-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293096	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293096		
PRJEB12449	SAMEA3879510	ERS1066644	ERX1364669	ERR1293097	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293097/ERR1293097.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293097/ERR1293097.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62376181ST-27-0-0_14s001829-3-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62376181ST-27-0-0_14s001829-3-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293097	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293097		
PRJEB12449	SAMEA3879510	ERS1066644	ERX1364670	ERR1293098	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293098/ERR1293098.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293098/ERR1293098.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62376181ST-27-0-0_14s001829-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62376181ST-27-0-0_14s001829-1-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293098	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293098		
PRJEB12449	SAMEA3879510	ERS1066644	ERX1364671	ERR1293099	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293099/ERR1293099.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293099/ERR1293099.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62376181ST-27-0-0_14s001829-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62376181ST-27-0-0_14s001829-2-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293099	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293099		
PRJEB12449	SAMEA3879511	ERS1066645	ERX1364672	ERR1293100	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293100/ERR1293100.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293100/ERR1293100.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS92727331ST-27-0-0_13s007863-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS92727331ST-27-0-0_13s007863-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293100	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293100		
PRJEB12449	SAMEA3879511	ERS1066645	ERX1364673	ERR1293101	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293101/ERR1293101.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293101/ERR1293101.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS92727331ST-27-0-0_13s007863-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS92727331ST-27-0-0_13s007863-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293101	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293101		
PRJEB12449	SAMEA3879511	ERS1066645	ERX1364674	ERR1293102	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293102/ERR1293102.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293102/ERR1293102.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS92727331ST-27-0-0_13s007863-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS92727331ST-27-0-0_13s007863-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293102	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293102		
PRJEB12449	SAMEA3879511	ERS1066645	ERX1364675	ERR1293103	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293103/ERR1293103.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293103/ERR1293103.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS92727331ST-27-0-0_13s007863-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS92727331ST-27-0-0_13s007863-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293103	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293103		
PRJEB12449	SAMEA3879512	ERS1066646	ERX1364676	ERR1293104	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293104/ERR1293104.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293104/ERR1293104.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS14379078ST-27-0-0_14s001797-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS14379078ST-27-0-0_14s001797-1-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293104	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293104		
PRJEB12449	SAMEA3879512	ERS1066646	ERX1364677	ERR1293105	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293105/ERR1293105.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293105/ERR1293105.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS14379078ST-27-0-0_14s001797-3-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS14379078ST-27-0-0_14s001797-3-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293105	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293105		
PRJEB12449	SAMEA3879512	ERS1066646	ERX1364678	ERR1293106	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293106/ERR1293106.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293106/ERR1293106.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS14379078ST-27-0-0_14s001797-4-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS14379078ST-27-0-0_14s001797-4-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293106	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293106		
PRJEB12449	SAMEA3879512	ERS1066646	ERX1364679	ERR1293107	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293107/ERR1293107.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293107/ERR1293107.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS14379078ST-27-0-0_14s001797-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS14379078ST-27-0-0_14s001797-2-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293107	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293107		
PRJEB12449	SAMEA3879513	ERS1066647	ERX1364680	ERR1293108	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293108/ERR1293108.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293108/ERR1293108.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62666492ST-27-0-0_14s001707-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62666492ST-27-0-0_14s001707-1-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293108	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293108		
PRJEB12449	SAMEA3879513	ERS1066647	ERX1364681	ERR1293109	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293109/ERR1293109.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293109/ERR1293109.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62666492ST-27-0-0_14s001707-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62666492ST-27-0-0_14s001707-2-1_lane1.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293109	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293109		
PRJEB12449	SAMEA3879513	ERS1066647	ERX1364682	ERR1293110	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293110/ERR1293110.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293110/ERR1293110.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62666492ST-27-0-0_14s001707-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62666492ST-27-0-0_14s001707-3-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293110	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293110		
PRJEB12449	SAMEA3879513	ERS1066647	ERX1364683	ERR1293111	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293111/ERR1293111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293111/ERR1293111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62666492ST-27-0-0_14s001707-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS62666492ST-27-0-0_14s001707-4-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293111	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293111		
PRJEB12449	SAMEA3879514	ERS1066648	ERX1364684	ERR1293112	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293112/ERR1293112.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293112/ERR1293112.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS67096717ST-27-0-0_13s007865-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS67096717ST-27-0-0_13s007865-4-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293112	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293112		
PRJEB12449	SAMEA3879514	ERS1066648	ERX1364685	ERR1293113	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293113/ERR1293113.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293113/ERR1293113.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS67096717ST-27-0-0_13s007865-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS67096717ST-27-0-0_13s007865-2-1_lane3.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293113	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293113		
PRJEB12449	SAMEA3879514	ERS1066648	ERX1364686	ERR1293114	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293114/ERR1293114.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293114/ERR1293114.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS67096717ST-27-0-0_13s007865-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS67096717ST-27-0-0_13s007865-3-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293114	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293114		
PRJEB12449	SAMEA3879514	ERS1066648	ERX1364687	ERR1293115	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293115/ERR1293115.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293115/ERR1293115.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS67096717ST-27-0-0_13s007865-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS67096717ST-27-0-0_13s007865-1-1_lane2.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293115	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293115		
PRJEB12449	SAMEA3879515	ERS1066649	ERX1364688	ERR1293116	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293116/ERR1293116.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293116/ERR1293116.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS51728985ST-27-0-0_14s001722-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS51728985ST-27-0-0_14s001722-1-1_lane5.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293116	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293116		
PRJEB12449	SAMEA3879515	ERS1066649	ERX1364689	ERR1293117	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293117/ERR1293117.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293117/ERR1293117.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS51728985ST-27-0-0_14s001722-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS51728985ST-27-0-0_14s001722-2-1_lane6.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293117	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293117		
PRJEB12449	SAMEA3879515	ERS1066649	ERX1364690	ERR1293118	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293118/ERR1293118.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293118/ERR1293118.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS51728985ST-27-0-0_14s001722-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS51728985ST-27-0-0_14s001722-4-1_lane8.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293118	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293118		
PRJEB12449	SAMEA3879515	ERS1066649	ERX1364691	ERR1293119	408170	human gut metagenome	Illumina HiSeq 2000	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293119/ERR1293119.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293119/ERR1293119.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS51728985ST-27-0-0_14s001722-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565934/fastq/MMRS51728985ST-27-0-0_14s001722-3-1_lane7.screened.adapter.screened.hg19.single.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293119	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293119		
